CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
DL DETECT;47.294729746793195;False;1.0;15.0;True;112;4;12361866;122567530;136791;0.0;0.0;0.0;0.0;0.0;12122.091365999999;0.0;0.002368;25339.228925;13160.322609;557.244558;39.090869;1056.702647;8.838438;0.0;10816.221382;10700107
DL DETECT;42.00775431953229;False;1.0;15.0;True;168;4;36116341;147151104;164766;0.0;0.0;0.0;0.0;0.0;31116.147391000002;0.0;0.003999;57359.501907000005;40010.26761;1183.373297;54.050641000000006;1647.8774529999998;24.140023;0.0;15299.633424000001;14342523
DL DETECT;510.6376196398599;False;1.0;15.0;True;16;4;1849;16328902;12056;0.0;0.0;0.0;0.0;0.0;18.725414;0.0;3.1e-05;49.440149;0.16980699999999999;4.875693;0.9160389999999999;13.63548;0.077526;0.0;30.557875;1577875
DL DETECT;230.0320664700659;False;1.0;15.0;True;1;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.43472200000000005;0.0;0.132627;0.028111;0.280868;0.002679;0.0;0.0;100000
DL DETECT;9.905184552719946;False;1.0;15.0;True;224;4;119380240;207027452;63737;0.0;0.0;0.0;0.0;0.0;116492.675824;0.0;0.022614;181980.631901;169174.73684300002;2646.991895;38.590891;2220.78283;43.784101;0.0;10397.048674;8047106
DL DETECT;1.5566140199609906;False;1.0;15.0;True;280;4;1185192395;1693617688;68256;0.0;0.0;0.0;0.0;0.0;1173657.208871;0.0;0.179878;2029444.9616220002;2007960.144507;17952.097557;68.109554;5020.774052000001;353.6449;0.0;16170.275259999999;11282366
DL DETECT;324.50935229755436;False;1.0;15.0;True;28;4;4115;33618073;34493;0.0;0.0;0.0;0.0;0.0;111.360398;0.0;8.6e-05;240.235406;0.797034;14.676423000000002;2.186185;40.056083;0.17686;0.0;186.25923799999998;2784237
DL DETECT;657.719017038633;False;1.0;15.0;True;4;4;0;1800;0;0.0;0.0;0.0;0.0;0.0;0.0005690000000000001;0.0;6e-06;2.411285;0.0;0.664903;0.213135;1.6509770000000001;0.007923000000000001;0.0;0.000909;396487
DL DETECT;188.88464366401942;False;1.0;15.0;True;56;4;10904;74888061;94091;0.0;0.0;0.0;0.0;0.0;856.834821;0.0;0.000296;1650.8535259999999;6.137193;53.239451;6.477107;139.908525;0.42568;0.0;1462.875544;5568230
DL DETECT;763.4648423685744;False;1.0;15.0;True;8;4;444;4426946;1750;0.0;0.0;0.0;0.0;0.0;1.517874;0.0;1e-05;8.287973;0.017375;1.552904;0.42041999999999996;3.872502;0.021561;0.0;2.577975;790947
HSTORE;601.2710358637471;False;1.0;15.0;True;112;4;233;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018600000000000002;2082.0879059999997;0.18746300000000002;0.0;14.245460000000001;29.234975;0.21751700000000002;2.195448;2021.614179;11177671
HSTORE;460.00856451245625;False;1.0;15.0;True;168;4;316;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000365;6129.070425;0.285317;0.0;26.406296;65.743397;0.328486;3.7594790000000002;6008.619908;16782291
HSTORE;1400.3758925414643;False;1.0;15.0;True;16;4;123;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1e-05;18.197754;0.013005000000000001;0.0;1.065668;1.129474;0.031027;0.114275;14.234744000000001;1592731
HSTORE;695.2749117000862;False;1.0;15.0;True;1;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.14382799999999998;0.0;0.0;0.060485000000000004;0.016138;0.002741;0.002467;0.0;100000
HSTORE;370.5921948494957;False;1.0;15.0;True;224;4;293;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000604;13518.796536000002;0.249281;0.0;41.865893;118.964482;0.44245;5.344673;13315.988589;22365895
HSTORE;242.87160486662805;False;1.0;15.0;True;280;4;205;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001153;32217.587578;1.724952;0.0;78.190166;234.253871;0.560708;13.306601;31829.502819;27945490
HSTORE;1296.9700471328947;False;1.0;15.0;True;28;4;32;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2e-05;60.404734999999995;0.004129;0.0;1.928725;2.1869240000000003;0.054193;0.20085799999999998;53.203872;2797969
HSTORE;1529.778030909427;False;1.0;15.0;True;4;4;3097;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3e-06;1.039424;0.004989;0.0;0.252924;0.147078;0.009287;0.022744;0.190627;397522
HSTORE;1108.3197390301623;False;1.0;15.0;True;56;4;213;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1e-05;282.468812;0.085023;0.0;3.886953;5.41096;0.10836099999999999;0.422604;266.959402;5590460
