CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
MVCC;1200.2962735854687;False;1.0;15.0;True;8;1024;2;0;0;0.0;0.0;1210513868.0;1085623366.0;0.0;0.0;0.0;7.000000000000001e-06;5.1924980000000005;5.2000000000000004e-05;0.520522;0.47132399999999997;3.38527;0.016509;0.016512;1e-06;779067
NO WAIT;386.04645466714175;False;1.0;15.0;True;1024;1024;301755;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002653;257619.513998;187.906419;125960.164239;90.535337;256804.89806399998;2.517856;0.0;0.0;97122168
NO WAIT;3534.661980231195;False;1.0;15.0;True;112;1024;1149;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2e-05;340.060303;0.037905;151.071439;6.024025;310.74040299999996;0.21579600000000002;0.0;0.0;10732127
NO WAIT;228.86647014665763;False;1.0;15.0;True;1;1024;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.436936;0.0;0.117095;0.029657999999999997;0.276215;0.001956;0.0;0.0;100000
NO WAIT;1790.1503419568717;False;1.0;15.0;True;224;1024;8008;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000125;2714.242574;0.525381;1386.0234;12.106306;2647.601138;0.430749;0.0;0.0;21691528
NO WAIT;3906.8950316729074;False;1.0;15.0;True;28;1024;36;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.000000000000001e-06;19.874557;0.000395;4.946066;1.686823;13.220756;0.056635000000000005;0.0;0.0;2773136
NO WAIT;901.2523697210719;False;1.0;15.0;True;448;1024;67741;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004969999999999999;20943.286043;8.498292;10489.004825;35.648210999999996;20696.385836;1.040666;0.0;0.0;42132112
NO WAIT;7119.159651032175;False;1.0;15.0;True;56;1024;180;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8e-06;43.479079999999996;0.0016820000000000001;10.9209;3.4891400000000004;29.059317;0.113791;0.0;0.0;5527402
NO WAIT;441.36882487326767;False;1.0;15.0;True;896;1024;233593;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00203;170392.028838;115.685566;84055.58096;76.913987;169745.966425;2.158302;0.0;0.0;83934966
NO WAIT;1249.4930606356872;False;1.0;15.0;True;8;1024;3;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6e-06;5.070133;3.7e-05;1.3098379999999998;0.468696;3.4069800000000003;0.016109000000000002;0.0;0.0;791887
OCC;367.276112564222;False;1.0;15.0;True;1024;1024;105069;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002788;237098.292421;32481.976367000003;75890.003782;66.604201;204165.994906;1.968266;3.434283;0.0;85039589
OCC;721.2961444137663;False;1.0;15.0;True;112;1024;2002;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000155;1689.3965030000002;2.3588720000000003;595.362976;4.911558;1660.009413;0.24656799999999998;0.434547;0.0;10879957
OCC;154.77168854364484;False;1.0;15.0;True;1;1024;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6e-06;0.646113;0.0;0.36953400000000003;0.031376999999999995;0.502714;0.002223;0.004079999999999999;0.0;100000
