CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
OCC;95.23755102351797;False;1.0;15.0;False;1;1024;0;0;0;524321.0;0.0;5432306.0;0.0;0.004082;0.0;0.0;1.1e-05;1.050006;0.0;0.301953;0.037249000000000004;0.666181;0.002372;0.0040409999999999995;0.0;100000
OCC;340.6537107001125;False;1.0;15.0;False;224;1024;876;0;0;4521241025.0;0.0;24286944391.0;0.0;13.149057;0.0;0.0;0.0006580000000000001;13266.063318999999;1.189984;6204.902742;236.648667;9122.458354;0.510264;0.8665299999999999;0.0;20174704
OCC;982.6343347629099;False;1.0;15.0;False;28;1024;8;0;0;30425419.0;0.0;354718281.0;0.0;0.230933;0.0;0.0;2.8000000000000003e-05;78.516255;0.000405;28.00753;3.006875;51.721977;0.057120000000000004;0.112702;0.0;2755456
OCC;262.82443234340514;False;1.0;15.0;False;448;1024;3213;0;0;98840220657.0;0.0;215754290353.0;0.0;149.160304;0.0;0.0;0.0017050000000000001;56081.869941;29.926219;23477.642394;1223.238425;39663.514312;0.955368;1.45767;0.0;32901084
OCC;999.9438030753319;False;1.0;15.0;False;56;1024;43;0;0;41114864.0;0.0;955035444.0;0.0;0.29964;0.0;0.0;5.6000000000000006e-05;307.401163;0.0042450000000000005;122.89039;10.783564;202.840298;0.113408;0.227875;0.0;5488998
OCC;214.19740617784396;False;1.0;15.0;False;896;1024;11107;0;0;83664121012.0;0.0;456996147296.0;0.0;162.891806;0.0;0.0;0.004183;223642.58476700002;1028.4446970000001;87750.505075;2628.9108739999997;184107.913047;1.711518;2.3979779999999997;0.0;53463908
SILO;452.73948801365987;False;1.0;15.0;False;1024;1024;4192;0;0;30776861620.0;0.0;104470597786.0;0.0;64.381034;0.0;0.0;0.002262;91151.383691;41.897425;678.342349;1835.1500230000001;3886.3151869999997;5.08976;0.0;0.0;40300616
SILO;1368.537179112922;False;1.0;15.0;False;112;1024;107;0;0;94667740.0;0.0;1265137206.0;0.0;0.546602;0.0;0.0;8.2e-05;825.627902;0.019681;16.350565;55.405007;110.88819299999999;0.238337;0.0;0.0;10088415
SILO;996.0568274802124;False;1.0;15.0;False;168;1024;252;0;0;3597992172.0;0.0;5423654205.0;0.0;5.062651;0.0;0.0;0.000169;2501.252976;0.097947;38.993078999999994;140.192094;237.48839300000003;0.451589;0.0;0.0;14829703
SILO;139.4776005947325;False;1.0;15.0;False;1;1024;0;0;0;675108.0;0.0;3717611.0;0.0;0.002022;0.0;0.0;7.000000000000001e-06;0.716961;0.0;0.053286;0.031022000000000004;0.188013;0.00203;0.0;0.0;100000
SILO;671.9628329028152;False;1.0;15.0;False;224;1024;458;0;0;3287483966.0;0.0;15459137982.0;0.0;5.8748;0.0;0.0;0.000333;6755.209284999999;0.352523;278.99835099999996;290.872523;827.719913;0.739677;0.0;0.0;20264507
SILO;1631.11993560983;False;1.0;15.0;False;28;1024;5;0;0;32043174.0;0.0;256038514.0;0.0;0.12465799999999999;0.0;0.0;1.7e-05;47.543903;0.000192;2.784776;3.12901;12.558086999999999;0.057834;0.0;0.0;2769636
SILO;516.5885693032766;False;1.0;15.0;False;448;1024;1276;0;0;12238310246.0;0.0;58034992435.0;0.0;20.640974;0.0;0.0;0.000867;25116.026306;3.4451709999999998;274.39120099999997;893.9180470000001;1548.015022;1.904929;0.0;0.0;28961277
SILO;1857.9090019051919;False;1.0;15.0;False;56;1024;28;0;0;46314390.0;0.0;487397800.0;0.0;0.130054;0.0;0.0;2.9999999999999997e-05;161.92855500000002;0.0019649999999999997;5.300714;9.226922;23.917053;0.112469;0.0;0.0;5372295
SILO;423.31524031490926;False;1.0;15.0;False;896;1024;4934;0;0;49032234556.0;0.0;60080662805.0;0.0;71.46169499999999;0.0;0.0;0.002117;120985.993346;38.63575;540.689659;1607.2741429999999;2842.426344;3.066999;0.0;0.0;57159838
TICTOC;462.4756647340137;False;1.0;15.0;False;1024;1024;7007;0;0;17747090370.0;0.0;119653190793.0;0.0;38.373531;0.0;0.0;0.0022140000000000003;88476.413252;63.771688;735.235318;1933.2529809999999;3956.017761;3.8178050000000003;0.0;0.0;39959168
TICTOC;1370.821414106689;False;1.0;15.0;False;112;1024;608;0;0;91775230.0;0.0;1269411104.0;0.0;0.461805;0.0;0.0;8.2e-05;842.4525880000001;0.12224000000000002;19.444357999999998;57.431988;123.31985800000001;0.251176;0.0;0.0;10311179
TICTOC;992.3734088049724;False;1.0;15.0;False;168;1024;946;0;0;3432780442.0;0.0;5193822851.0;0.0;4.866229;0.0;0.0;0.000169;2457.4387850000003;0.337377;44.053125;138.846904;280.368927;0.457017;0.0;0.0;14516053
TICTOC;138.60974426502182;False;1.0;15.0;False;1;1024;0;0;0;10510004.0;0.0;3777685.0;0.0;0.002075;0.0;0.0;7.000000000000001e-06;0.72145;0.0;0.058691;0.030376;0.186608;0.0020239999999999998;0.0;0.0;100000
