Backoff;CC;KTPS;NO HT;Numa Distance;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;neworder_cnt;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
0;DL DETECT;383.42843890653796;False;All;1.0;15.0;False;16;4;705;9986092;3579;18875930.0;0.0;8084676960.0;0.0;9.165481;9.690321;0.0;4.2e-05;713974;64.718079;0.062089;9.018277000000001;2.41187;20.614455;0.20380299999999998;0.0;25.806947;1550922
0;DL DETECT;81.61936617857069;False;All;1.0;15.0;False;184;4;25267463;209804861;189387;446723938.0;0.0;253988584816.0;0.0;36438.158383999995;19479.497203;0.0;0.002254;8206844;40219.953005;29587.162432999998;1236.600598;80.379113;1504.6726199999998;13.745272;0.0;8241.540509;17840908
0;DL DETECT;85.44824869541887;False;All;1.0;15.0;False;1;4;0;0;0;859480.0;0.0;8018170.0;0.0;0.006812;0.0;0.0;1.2e-05;45855;1.170299;0.0;0.372103;0.111501;0.810178;0.004157;0.0;0.0;100000
0;DL DETECT;329.30390254358554;False;All;1.0;15.0;False;22;4;970;12338713;5746;24653472.0;0.0;15534922192.0;0.0;34.737497;20.797973000000002;0.0;6.7e-05;890722;129.288319;0.119163;11.938752000000001;3.088089;28.02122;0.42086;0.0;67.365719;1935234
0;DL DETECT;2.6731708597485344;False;All;1.0;15.0;False;279;4;1296565499;3074384171;8354;1144418992.0;0.0;38404655558.0;0.0;2093156.1266490002;1394187.197318;0.0;0.10437;9485860;2152122.084909;2135190.294302;55584.541529999995;121.642503;4418.827276;152.89028100000002;0.0;12027.694723;20620036
0;DL DETECT;111.55172616274746;False;All;1.0;15.0;False;2;4;0;542;0;1941574.0;0.0;24252336.0;0.0;0.021212;0.000182;0.0;1.8e-05;91647;3.576314;0.0;1.175956;0.362718;2.542309;0.008709;0.0;0.000246;199472
0;DL DETECT;249.65843665716554;False;All;1.0;15.0;False;44;4;12533;45979560;23580;67643798.0;0.0;52101267980.0;0.0;463.41354800000005;221.05039700000003;0.0;0.000176;1996344;764.12913;10.690603;48.592358000000004;9.978047;107.029849;1.128908;0.0;563.710608;4335711
0;DL DETECT;229.8671254352332;False;All;1.0;15.0;False;4;4;0;3927;0;3887990.0;0.0;44807762.0;0.0;0.038221;0.001303;0.0;1.7e-05;180030;6.81244;0.0;2.23326;0.671441;4.829368;0.01725;0.0;0.001786;391489
0;DL DETECT;170.29713989587285;False;All;1.0;15.0;False;88;4;1074166;134204783;80160;156929842.0;0.0;128048514724.0;0.0;3665.957217;2341.6716690000003;0.0;0.000517;4012670;4504.6116950000005;1124.838775;198.35951599999999;27.954782;394.42360299999996;1.866686;0.0;2829.0062559999997;8717301
0;DL DETECT;387.38780184546914;False;All;1.0;15.0;False;8;4;177;4981922;699;8298624.0;0.0;1151656792.0;0.0;0.187746;1.636857;0.0;2.1e-05;363223;16.302629999999997;0.0069180000000000005;4.4285760000000005;1.2934379999999999;9.500057;0.039992;0.0;2.415611;789430
0;HSTORE;577.7480908445565;False;All;1.0;15.0;False;16;4;84;0;0;17919012.0;0.0;44640092.0;0.0;0.018515;0.0;0.0;2.8000000000000003e-05;732972;44.080748;0.003041;1.7170020000000001;2.1252459999999997;2.58679;0.09525;0.11839000000000001;35.162926;1591723
0;HSTORE;243.90559101385537;False;All;1.0;15.0;False;184;4;0;0;0;597681986.0;0.0;647142468.0;0.0;0.167509;0.0;0.0;0.000754;8459846;13874.690424;0.0;29.378921000000002;41.882988;52.75855;1.195893;1.428022;13691.135559;18391927
